algorithm,seed,total_rewards,final_regret,avg_regret,theoretical_bound,regret_ratio,efficiency,regret_compliance,learning_trend,total_purchases,stability,timestamp,cost_coeff,confidence_multiplier,softmax_temperature,performance_score
CombinatorialUCBSeller,123,1744.075,3055.6249999999973,3.055625,83.1129068134555,36.76474710309746,36.337166906264976,False,0.006620813781577409,999,2.3690788714108044,2025-07-11T18:32:12.707224,1.0,1.0,3.0,23.117118499248253
CombinatorialUCBSeller,789,1732.3500000000001,3080.35,3.08035,83.1129068134555,37.06223399109065,35.99538720468761,False,-0.005462184873949625,1000,2.310763610263351,2025-07-11T18:32:12.975485,1.0,1.0,3.0,22.539591828593032
CombinatorialUCBSeller,456,1724.4500000000003,3072.4499999999985,3.07245,83.1129068134555,36.96718256884004,35.94925889637058,False,0.012437414293459242,1000,2.3461745468579416,2025-07-11T18:32:13.280359,1.0,1.0,3.0,22.971992035400326
CombinatorialUCBSeller,999,1735.075,3073.275000000004,3.0732749999999998,83.1129068134555,36.97710882496121,36.084623623488305,False,-0.031409422826848304,1000,2.168721551346057,2025-07-11T18:32:13.549050,1.0,1.0,3.0,21.467561693757915
CombinatorialUCBSeller,42,1723.2250000000001,3086.075000000001,3.0860749999999997,83.1129068134555,37.13111619265834,35.83109808080179,False,0.02162248995983933,1000,2.331381550726627,2025-07-11T18:32:13.818646,1.0,1.0,5.0,22.999167065519465
CombinatorialUCBSeller,123,1727.0500000000002,3072.649999999996,3.07265,83.1129068134555,36.969588933960274,35.98245723691065,False,0.005003688616608274,999,2.386048426487258,2025-07-11T18:32:14.087468,1.0,1.0,5.0,23.069797537813074
CombinatorialUCBSeller,789,1722.2,3090.4999999999986,3.0905,83.1129068134555,37.18435702094425,35.7844868784674,False,-0.0017679202828671217,1000,2.3283998421344907,2025-07-11T18:32:14.355879,1.0,1.0,5.0,22.619035466959545
CombinatorialUCBSeller,456,1711.4750000000001,3085.4249999999997,3.085425,83.1129068134555,37.123295506017456,35.67877170672727,False,0.01843653152868271,1000,2.3378595380119824,2025-07-11T18:32:14.623812,1.0,1.0,5.0,22.9381261450702
CombinatorialUCBSeller,999,1712.2250000000004,3096.125000000003,3.096125,83.1129068134555,37.25203603995184,35.609408632899026,False,-0.01933337724787548,1000,2.180197180439557,2025-07-11T18:32:14.891203,1.0,1.0,5.0,21.561530856247067
CombinatorialUCBSeller,42,1707.9,3101.4,3.1014,83.1129068134555,37.31550391999888,35.51244463851289,False,0.021314613911933695,1000,2.310975012143596,2025-07-11T18:32:15.158477,1.0,1.0,10.0,22.795596545565683
CombinatorialUCBSeller,123,1706.95,3092.7499999999964,3.09275,83.1129068134555,37.21142862854723,35.5636810633998,False,-0.0009567241764198328,998,2.319992170026426,2025-07-11T18:32:15.426167,1.0,1.0,10.0,22.52272870229733
